JobFolder,JobName,Revision,ModifiedDate,Comments,Product,LogOnUser,Line,SetupName,TopBottom,PanelLength,PanelWidth,PanelThickness,ImportCad,ImportBom,Optimize,Datacheck,,,,,,,,
\D10,40-43D10 6Module,2,4/30/2025 19:05,,MODEL1,TOUMI,Line6,Original setup,0,299,250,1.6,1,1,0,0,,,,,,,,
LineName,OrderNum,ModelName,ModuleNumber,SideNo,SetupName,AVLNAME,AVL,PartNumber,FeederName,Status,Location,FeederID,PartNumberImage,PartShapeName,PackageName,PartComment,PMABAR,ChuteType,FeederType,TapeWidth,FeedPitch,PTPMNH,QTY,PMADC
Line6,1,NXT6,3,0,Original setup,,,004.002.0000218,KT-0800F-180,Variable,'19,31019,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000218.bmp,R-1206,P0804,,,,Paper,8mm,4,0.57,6,0
Line6,1,NXT6,3,0,Original setup,,,004.002.0000050,KT-0800F-180,Variable,'20,31020,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000050.bmp,R-1206,P0804,,,,Paper,8mm,4,0.57,8,0
Line6,1,NXT6,3,0,Original setup,,,004.002.0000123,KT-0800F-180,Variable,'21,31021,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000123.bmp,R-1206,P0804,,,,Paper,8mm,4,0.57,12,0
Line6,1,NXT6,3,0,Original setup,,,004.002.0000572,KT-0800F-180,Variable,'22,31022,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000572.bmp,R-0402,P0802,,,,Paper,8mm,2,0.33,22,0
Line6,1,NXT6,3,0,Original setup,,,004.003.0000382,KT-0800F-180,Variable,'23,31023,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000382.bmp,C-0402,P0802,,,,Paper,8mm,2,0.49,32,0
Line6,1,NXT6,3,0,Original setup,,,004.002.0000577,KT-0800F-180,Variable,'24,31024,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000577.bmp,R-0402,P0802,,,,Paper,8mm,2,0.33,18,0
Line6,1,NXT6,3,0,Original setup,,,004.003.0000503,KT-0800F-180,Variable,'25,31025,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000503.bmp,C-0402,P0802,,,,Paper,8mm,2,0.49,8,0
Line6,1,NXT6,3,0,Original setup,,,004.004.0002543,KT-0800F-180,Variable,'26,31026,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.004.0002543.bmp,C-0603,E0804,,,,Emboss,8mm,4,0.67,8,0
Line6,1,NXT6,3,0,Original setup,,,004.002.0001422,KT-0800F-180,Variable,'27,31027,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0001422.bmp,RAA-0402,P0802,,,,Paper,8mm,2,0.57,6,0
Line6,1,NXT6,3,0,Original setup,,,004.002.0000121,KT-0800F-180,Variable,'28,31028,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000121.bmp,R-1206,P0804,,,,Paper,8mm,4,0.57,4,0
Line6,1,NXT6,3,0,Original setup,,,004.004.0000335,KT-0800F-180,Variable,'29,31029,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.004.0000335.bmp,C-0402,P0802,,,,Paper,8mm,2,0.49,4,0
Line6,1,NXT6,3,0,Original setup,,,004.003.0001833,KT-0800F-180,Variable,'30,31030,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0001833.bmp,C-1206,E0804,,,,Emboss,8mm,4,1.08,4,0
Line6,1,NXT6,3,0,Original setup,,,004.003.0000890,KT-0800F-180,Variable,'31,31031,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000890.bmp,C-0805,E0804,,,,Emboss,8mm,4,0.87,4,0
Line6,1,NXT6,3,0,Original setup,,,004.010.0053140,KT-0800F-180,Variable,'32,31032,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.010.0053140.bmp,SOT23-6,E0804,,,,Emboss,8mm,4,1.1,2,0
Line6,1,NXT6,3,0,Original setup,,,004.002.0000067,KT-0800F-180,Variable,'33,31033,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000067.bmp,R-0805,P0804,,,,Paper,8mm,4,0.53,2,0
Line6,1,NXT6,3,0,Original setup,,,004.002.0000208,KT-0800F-180,Variable,'34,31034,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000208.bmp,R-0603,P0804,,,,Paper,8mm,4,0.49,2,0
Line6,1,NXT6,3,0,Original setup,,,004.002.0000586,KT-0800F-180,Variable,'35,31035,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000586.bmp,R-0402,P0802,,,,Paper,8mm,2,0.33,2,0
Line6,1,NXT6,3,0,Original setup,,,004.002.0000599,KT-0800F-180,Variable,'36,31036,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000599.bmp,R-0402,P0802,,,,Paper,8mm,2,0.33,2,0
Line6,1,NXT6,3,0,Original setup,,,004.002.0000632,KT-0800F-180,Variable,'37,31037,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000632.bmp,R-0402,P0802,,,,Paper,8mm,2,0.33,2,0
Line6,1,NXT6,3,0,Original setup,004.010.0053135,"004.010.0000398,004.010.0053135,004.010.0000205,004.010.0000513",004.010.0000398,KT-0800F-180,Variable,'38,31038,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.010.0000398.bmp,SOT-23,E0804,,,,Emboss,8mm,4,1.15,2,0
Line6,1,NXT6,3,0,Original setup,,,,,Variable,'39,31039,,,,,,,,,,,0,
Line6,1,NXT6,3,0,Original setup,,,,,Variable,'40,31040,,,,,,,,,,,0,
Line6,1,NXT6,3,0,Original setup,,,,,Variable,'41,31041,,,,,,,,,,,0,
Line6,1,NXT6,3,0,Original setup,,,,,Variable,'42,31042,,,,,,,,,,,0,
Line6,1,NXT6,3,0,Original setup,,,,,Variable,'43,31043,,,,,,,,,,,0,
Line6,1,NXT6,3,0,Original setup,,,,,Variable,'44,31044,,,,,,,,,,,0,
Line6,1,NXT6,3,0,Original setup,,,,,Variable,'45,31045,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'01,41001,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'02,41002,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'03,41003,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'04,41004,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,004.002.0050451,KT-0800F-180,Variable,'05,41005,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0050451.bmp,C-0402,P0802,,,,Paper,8mm,2,0.49,2,0
Line6,1,NXT6,4,0,Original setup,,,004.003.0000044,KT-0800F-180,Variable,'06,41006,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000044.bmp,C-0603,E0804,,,,Emboss,8mm,4,0.67,2,0
Line6,1,NXT6,4,0,Original setup,004.005.0052822,"004.005.0000492,004.005.0052822,004.005.0000259,004.005.0001016,004.005.0050202",004.005.0000492,KT-0800F-180,Variable,'07,41007,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.005.0000492.bmp,SOD-323-2,E0804,,,,Emboss,8mm,4,1.1,2,0
Line6,1,NXT6,4,0,Original setup,,,004.003.0000938,KT-0800F-180,Variable,'08,41008,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000938.bmp,C-0603,E0804,,,,Emboss,8mm,4,0.67,2,0
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'09,41009,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'10,41010,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,004.014.0000230,KT-1200F-180,Variable,'11,41011,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.014.0000230.bmp,QFN24 4X4,E1208,,,,Emboss,12mm,8,0.75,2,0
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'12,41012,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'13,41013,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,004.007.0052662,"004.007.0000530,004.007.0052662,004.007.0000511,004.007.0000249,004.007.0000291",004.007.0000530,KT-1600F-380,Variable,'14,41014,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.007.0000530.bmp,TO252,E1608,,,,Emboss,16mm,8,2.3,2,0
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'15,41015,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'16,41016,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,004.036.0054502,"004.036.0054253,004.036.0054502",004.036.0054253,KT-2400-380,Variable,'17,41017,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.036.0054253.bmp,HDMI-19P,E2416,,,,Emboss,24mm,16,6,6,0
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'18,41018,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'19,41019,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,004.003.0050245,KT-1600F-380,Variable,'20,41020,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0050245.bmp,PHTOCOUPLER 1PIN,E1608,,,,Emboss,16mm,8,2.6,2,0
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'21,41021,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,004.010.0000467,KT-1200F-180,Variable,'22,41022,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.010.0000467.bmp,SOP8 5x3.9x1.5 P1.27,E1208,,,,Emboss,12mm,8,1.5,2,0
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'23,41023,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,004.010.0000060,KT-1200F-180,Variable,'24,41024,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.010.0000060.bmp,SOT-223,E1208,,,,Emboss,12mm,8,1.6,2,0
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'25,41025,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,004.005.0050047,KT-1200F-180,Variable,'26,41026,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.005.0050047.bmp,DO-214AC,E1208,,,,Emboss,12mm,8,2.25,2,0
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'27,41027,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,004.004.0001663,"004.004.0002711,004.004.0001663",004.004.0002711,KT-1200F-180,Variable,'28,41028,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.004.0002711.bmp,L-5.8x5.2x4.5,E1208,,,,Emboss,12mm,8,4.5,2,0
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'29,41029,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,004.004.0001664,"004.004.0002263,004.004.0001664,004.004.0002369",004.004.0002263,KT-1200F-180,Variable,'30,41030,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.004.0002263.bmp,L-4.5X4.5X3,E1208,,,,Emboss,12mm,8,3.3,2,0
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'31,41031,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,004.005.0052828,"004.005.0001015,004.005.0052828,004.005.0050204,004.005.0050119,004.005.0000551,004.005.0000194,004.005.0000195",004.005.0001015,KT-0800F-180,Variable,'32,41032,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.005.0001015.bmp,SOT-23,E0804,,,,Emboss,8mm,4,1.15,4,0
Line6,1,NXT6,4,0,Original setup,,,004.003.0000574,KT-0800F-180,Variable,'33,41033,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000574.bmp,C-0402,P0802,,,,Paper,8mm,2,0.49,4,0
Line6,1,NXT6,4,0,Original setup,,,004.003.0000403,KT-0800F-180,Variable,'34,41034,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000403.bmp,C-0402,P0802,,,,Paper,8mm,2,0.49,4,0
Line6,1,NXT6,4,0,Original setup,,,004.003.0000527,KT-0800F-180,Variable,'35,41035,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000527.bmp,C-0402,P0802,,,,Paper,8mm,2,0.49,4,0
Line6,1,NXT6,4,0,Original setup,,,004.003.0000814,KT-0800F-180,Variable,'36,41036,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000814.bmp,C-0402,P0802,,,,Paper,8mm,2,0.49,2,0
Line6,1,NXT6,4,0,Original setup,,,004.003.0000737,KT-0800F-180,Variable,'37,41037,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000737.bmp,C-0603,E0804,,,,Emboss,8mm,4,0.67,2,0
Line6,1,NXT6,4,0,Original setup,004.007.0000202,"004.007.0000546,004.007.0000202,004.007.0000056,004.007.0000432,004.007.0000516,004.007.0052624",004.007.0000546,KT-0800F-180,Variable,'38,41038,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.007.0000546.bmp,SOT-23,E0804,,,,Emboss,8mm,4,1.15,2,0
Line6,1,NXT6,4,0,Original setup,,,004.002.0000151,KT-0800F-180,Variable,'39,41039,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000151.bmp,R-0805,P0804,,,,Paper,8mm,4,0.53,2,0
Line6,1,NXT6,4,0,Original setup,,,004.002.0000480,KT-0800F-180,Variable,'40,41040,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000480.bmp,R-0805,P0804,,,,Paper,8mm,4,0.53,2,0
Line6,1,NXT6,4,0,Original setup,,,004.002.0000747,KT-0800F-180,Variable,'41,41041,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000747.bmp,RA-0402,P0802,,,,Paper,8mm,2,0.57,2,0
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'42,41042,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'43,41043,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'44,41044,,,,,,,,,,,0,
Line6,1,NXT6,4,0,Original setup,,,,,Variable,'45,41045,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'01,51001,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,004.003.0000912,KT-0800F-180,Variable,'02,51002,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000912.bmp,C-1206,E0804,,,,Emboss,8mm,4,1.08,2,0
Line6,1,NXT6,5,0,Original setup,,,004.010.0053127,KT-0800F-180,Variable,'03,51003,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.010.0053127.bmp,SOT23-5,E0804,,,,Emboss,8mm,4,1.25,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'04,51004,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'05,51005,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,004.036.0002269,"004.036.0004347,004.036.0002269",004.036.0004347,KT-4400-380,Variable,'06,51006,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.036.0004347.bmp,FFC51-LVDS,E4416,,,,Emboss,44mm,16,2,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'07,51007,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'08,51008,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'09,51009,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,004.005.0000266,"004.005.0000617,004.005.0000266,004.005.0000591",004.005.0000617,KT-2400-380,Variable,'10,51010,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.005.0000617.bmp,TO-252 D2PAK3,E2416,,,,Emboss,24mm,16,4.8,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'11,51011,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'12,51012,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,004.056.0000092,KT-1600F-380,Variable,'13,51013,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.056.0000092.bmp,PHTOCOUPLER,E1612,,,,Emboss,16mm,12,3.5,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'14,51014,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,004.010.0000815,KT-1200F-180,Variable,'15,51015,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.010.0000815.bmp,SOP8 d10,E1208,,,,Emboss,12mm,8,1.5,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'16,51016,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,004.007.0000461,KT-1600F-380,Variable,'17,51017,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.007.0000461.bmp,TO252-NCE65T360K,E1608,,,,Emboss,16mm,8,2.3,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'18,51018,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,004.002.0001050,KT-1200F-180,Variable,'19,51019,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0001050.bmp,R-2512,E1204,,,,Emboss,12mm,4,0.6,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'20,51020,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,004.005.0052741,"004.005.0001125,004.005.0052741",004.005.0001125,KT-1200F-180,Variable,'21,51021,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.005.0001125.bmp,DO-214AC,E1208,,,,Emboss,12mm,8,2.25,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'22,51022,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,004.003.0050311,KT-1600F-380,Variable,'23,51023,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0050311.bmp,PHTOCOUPLER 1PIN,E1608,,,,Emboss,16mm,8,2.6,6,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'24,51024,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,004.005.0050239,"004.005.0000661,004.005.0050239,004.005.0000479,004.005.0000530,004.005.0000959",004.005.0000661,KT-1200F-180,Variable,'25,51025,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.005.0000661.bmp,DO- SMA 3,E1204,,,,Emboss,12mm,4,1.2,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'26,51026,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,004.005.0000968,"004.005.0000559,004.005.0000968,004.005.0000588,004.005.0000494,004.005.0000848",004.005.0000559,KT-1600F-380,Variable,'27,51027,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.005.0000559.bmp,TO252-HBR10150S,E1608,,,,Emboss,16mm,8,2.3,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'28,51028,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,004.004.0000034,"004.004.0002705,004.004.0000034,004.004.0002362,004.004.0000017,004.004.0000924",004.004.0002705,KT-1200F-180,Variable,'29,51029,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.004.0002705.bmp,L-5.8x5.2x4.5,E1208,,,,Emboss,12mm,8,4.5,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'30,51030,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,004.012.0000328,KT-1600F-380,Variable,'31,51031,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.012.0000328.bmp,SOP28,E1612,,,,Emboss,16mm,12,1,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'32,51032,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,004.004.0050674,"004.004.0050390,004.004.0050674",004.004.0050390,KT-1200F-180,Variable,'33,51033,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.004.0050390.bmp,L-4X3X2.55,E1208,,,,Emboss,12mm,8,2.5,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'34,51034,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,004.003.0000386,KT-0800F-180,Variable,'35,51035,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.003.0000386.bmp,C-0805,E0804,,,,Emboss,8mm,4,0.87,8,0
Line6,1,NXT6,5,0,Original setup,,,004.010.0001048,KT-0800F-180,Variable,'36,51036,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.010.0001048.bmp,SOT23-6,E0804,,,,Emboss,8mm,4,1.1,2,0
Line6,1,NXT6,5,0,Original setup,,,004.004.0002647,KT-0800F-180,Variable,'37,51037,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.004.0002647.bmp,C-0805,E0804,,,,Emboss,8mm,4,0.87,2,0
Line6,1,NXT6,5,0,Original setup,,,004.002.0000063,KT-0800F-180,Variable,'38,51038,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000063.bmp,R-0805,P0804,,,,Paper,8mm,4,0.53,2,0
Line6,1,NXT6,5,0,Original setup,,,004.002.0000556,KT-0800F-180,Variable,'39,51039,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000556.bmp,R-0805,P0804,,,,Paper,8mm,4,0.53,2,0
Line6,1,NXT6,5,0,Original setup,,,004.002.0000076,KT-0800F-180,Variable,'40,51040,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000076.bmp,R-0805,P0804,,,,Paper,8mm,4,0.53,2,0
Line6,1,NXT6,5,0,Original setup,004.009.0000381,"004.009.0000220,004.009.0000381,004.009.0000400",004.009.0000220,KT-0800F-180,Variable,'41,51041,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.009.0000220.bmp,QUARTS 3.1X2.4X0.7,E0804,,,,Emboss,8mm,4,0.7,2,0
Line6,1,NXT6,5,0,Original setup,,,004.002.0000110,KT-0800F-180,Variable,'42,51042,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000110.bmp,R-0805,P0804,,,,Paper,8mm,4,0.53,2,0
Line6,1,NXT6,5,0,Original setup,,,004.002.0000077,KT-0800F-180,Variable,'43,51043,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.002.0000077.bmp,R-0805,P0804,,,,Paper,8mm,4,0.53,2,0
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'44,51044,,,,,,,,,,,0,
Line6,1,NXT6,5,0,Original setup,,,,,Variable,'45,51045,,,,,,,,,,,0,
Line6,1,NXT6,6,0,Original setup,,,,,Variable,'39,61039,,,,,,,,,,,0,
Line6,1,NXT6,6,0,Original setup,,,004.005.0000860,KT-1600F-380,Variable,'40,61040,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.005.0000860.bmp,PONT DE DIODE-d10,E1612,,,,Emboss,16mm,12,1.3,4,0
Line6,1,NXT6,6,0,Original setup,,,,,Variable,'41,61041,,,,,,,,,,,0,
Line6,1,NXT6,6,0,Original setup,,,,,Variable,'42,61042,,,,,,,,,,,0,
Line6,1,NXT6,6,0,Original setup,004.009.0000247,"004.009.0000247,004.009.0000013",004.009.0000247,KT-2400-380,Variable,'43,61043,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.009.0000247.bmp,RESONAT 7.5x3.5x1.85,E2408,,,,Emboss,24mm,8,1.85,2,0
Line6,1,NXT6,6,0,Original setup,,,,,Variable,'44,61044,,,,,,,,,,,0,
Line6,1,NXT6,6,0,Original setup,,,,,Variable,'45,61045,,,,,,,,,,,0,
Line6,1,NXT6,6,0,Original setup,004.011.0050189,"004.011.0000303,004.011.0050189,004.011.0050150,004.011.0000223",004.011.0000303,,Variable,'A-01-01,61901,C:\Users\asus\Downloads\d10\40-43D10 6Module;02;Top;MODEL1;[Top] Line6;Original setup\Images\004.011.0000303.bmp,SOP8-SERIAL-D10,SERIAL TRAY D10,,,,Tray,8mm,2,1.5,2,0
Line6,1,NXT6,6,0,Original setup,,,,,Variable,'A-01-02,61902,,,,,,,,,,,0,
