PartNumber,Shape,VT,SizeX,SizeY,Height,FIDL,Position,Pickup,NoPick,Usage,Reject,Error,Dislodge,Rescan,LCR,Pickup Rate,Reject Rate,Error Rate,Dislodge Rate,Success Rate
28-HC0224-KBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79415,KT8FL K08198,KT8FL K14222,KT8FL K14327,KT8FL K14336,KT8FL K14349,KT8FL K31620",M4-11,48161,12,48149,0,0,5,0,0,99.99,0,0,0.01,99.99
28-HC0224-KRX47VT,C-0402,60,1.016,0.508,0.49,"KT8FL K08196,KT8FL K31720,KT8FL K31754",M2-2,13966,0,13966,0,1,7,0,0,99.95,0,0.01,0.05,99.94
28-HC0225-KSX88VT,C-0402,60,1.016,0.508,0.49,KT8FL J79412,M3-25,7685,0,7685,0,0,5,0,0,99.93,0,0,0.07,99.93
28-HC0473-KBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79413,KT8FL K08161,KT8FL K14371,KT8FL K14394","M2-13,M4-41",27935,8,27927,0,0,11,0,0,99.96,0,0,0.04,99.96
28-HC0475-KSX43VT,C-0402,60,1.016,0.508,0.49,"KT8FL K14380,KT8FL K31760",M2-19,12803,0,12803,0,0,3,0,0,99.98,0,0,0.02,99.98
28-HC1003-KRX1JR,C-0402,60,1.016,0.508,0.49,"KT8FL J79412,KT8FL K08026,KT8FL K08036,KT8FL K08061,KT8FL K08065,KT8FL K08082,KT8FL K08166,KT8FL K08168,KT8FL K08178,KT8FL K08198,KT8FL K14218,KT8FL K14220,KT8FL K14221,KT8FL K14277,KT8FL K14332,KT8FL K14334,KT8FL K14336,KT8FL K14346,KT8FL K14348,KT8FL K14370,KT8FL K14374,KT8FL K14379,KT8FL K31624,KT8FL K31628,KT8FL K31716,KT8FL K31751,KT8FL K31754,KT8FL K31796",M1-23,439809,0,439809,0,62,1147,0,0,99.74,0,0.01,0.26,99.73
28-HD0104-KR57VT,C-0402,60,1.016,0.508,0.49,"KT8FL K08045,KT8FL K14217",M4-39,11286,4,11282,0,0,0,0,0,100,0,0,0,100
28-HD0104-KR57VT-A,,,,,,"KT8FL K08045,KT8FL K31617",M4-39,118,0,118,0,0,4,0,0,96.61,0,0,3.39,96.61
28-HD0104-MBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79408,KT8FL K14379",M2-31,10242,0,10242,0,1,1,0,0,99.99,0,0.01,0.01,99.98
28-HD0473-KRXJR,C-0402,60,1.016,0.508,0.49,KT8FL K08127,M2-15,9936,0,9936,0,0,0,0,0,100,0,0,0,100
28-HD0474-KSX47VT,C-0402,60,1.016,0.508,0.49,"KT8FL K08038,KT8FL K08147",M2-30,10255,0,10255,0,0,15,0,0,99.85,0,0,0.15,99.85
28-HD1003-KR01JR,C-0402,60,1.016,0.508,0.49,"KT8FL K08142,KT8FL K08169,KT8FL K14335",M2-19,26504,0,26504,0,1,7,0,0,99.97,0,0,0.03,99.97
28-HD1004-KS01JR,C-0402,60,1.016,0.508,0.49,KT8FL K08106,M2-2,3316,0,3316,0,0,4,0,0,99.88,0,0,0.12,99.88
28-HF0016-MS01JR,C-0402,60,1.016,0.508,0.49,"KT8FL K08004,KT8FL K08110,KT8FL K08121,KT8FL K08122,KT8FL K08135",M1-11,46617,0,46617,36,2,15,0,0,99.97,0.08,0,0.03,99.96
28-HF0105-KRX79VT,C-0402,60,1.016,0.508,0.49,KT8FL K08145,M3-9,5120,0,5120,0,0,0,0,0,100,0,0,0,100
28-HF0105-MBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79408,KT8FL J79526,KT8FL K08001,KT8FL K08005,KT8FL K08035,KT8FL K08068,KT8FL K08107,KT8FL K08132,KT8FL K08138,KT8FL K08148,KT8FL K08167,KT8FL K08174,KT8FL K14224,KT8FL K14319,KT8FL K14343,KT8FL K14368,KT8FL K31760",M1-22,184450,97,184353,165,10,129,0,0,99.93,0.09,0.01,0.07,99.92
28-HF0106-MSX44VT,C-0402,60,1.016,0.508,0.49,"KT8FL K08126,KT8FL K14218,KT8FL K14219,KT8FL K31719",M1-17,22963,10,22953,0,137,12,0,0,99.95,0,0.6,0.05,99.35
28-HF0225-KBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL J79530,KT8FL K08147,KT8FL K08199,KT8FL K14278,KT8FL K14339,KT8FL K14371,KT8FL K14378,KT8FL K31618",M3-26,64690,14,64676,0,4,2,0,0,100,0,0.01,0,99.99
28-HF0225-MBAJR,C-0402,60,1.016,0.508,0.49,"KT8FL K31628,KT8FL K31718",M2-25,23216,0,23216,5,0,7,0,0,99.97,0.02,0,0.03,99.97
28-HF0474-KBXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K08001,KT8FL K14341,KT8FL K14382,KT8FL K31760",M2-32,22817,4,22813,0,0,17,0,0,99.93,0,0,0.07,99.93
28-HF0475-MSX1JR,C-0402,60,1.016,0.508,0.49,"KT8FL J79522,KT8FL K14368",M2-28,16572,0,16572,0,0,2,0,0,99.99,0,0,0.01,99.99
28-RC0221-MAX11JR,L-6X6X6,180,6.492,6.613,8.5,"KT16F 113876,KT16F 113877,KT16F 114036",M5-40,3286,0,3286,0,0,2,0,0,99.94,0,0,0.06,99.94
28-RC2206-MA01VT,L-6X6X6,180,6.492,6.613,6,"KT16F 113876,KT16F 113880,KT16F 113991,KT16F 114037,KT16F 114038,KT16F 114039",M4-21,7754,0,7754,0,0,74,0,0,99.05,0,0,0.95,99.05
28-RC4706-MA01JR,L-8.4X8X10,180,8.4,8,10,"KT24L 123796,KT24L 123931,KT24L 123938,KT24L 123980,KT24L 124016,KT24L 124017","M6-40,M6-41",3314,0,3314,0,3,13,0,0,99.61,0,0.09,0.39,99.52
28-RD4706-MA01JR,L-10X10X4,180,10,10,3.5,"KT24L 123932,KT24L 123938,KT24L 123979,KT24L 123980,KT24L 124016,KT24L 124017,KT24L 124018","M4-3,M6-43,M6-44",3288,0,3288,0,3,18,0,0,99.45,0,0.09,0.55,99.36
28-RD4706-MAX68VT,L-10X10X10,180,10.098,9.908,10,"KT24L 123880,KT24L 123933,KT24L 123938,KT24L 123980","M5-38,M5-39",2697,0,2697,0,0,137,0,0,94.92,0,0,5.08,94.92
33-ECL801-NT01JR,filtre LC4 0805 x 1.4,18,1.985,1.283,1.4,"KT8FL K08004,KT8FL K08069,KT8FL K08172,KT8FL K14345",M2-11,6635,0,6635,1,0,3,0,0,99.95,0.02,0,0.05,99.95
33-ELN121-60N1JR,C-0805,60,2.03,1.27,0.87,"KT8FL K08082,KT8FL K08142,KT8FL K08178,KT8FL K14276,KT8FL K14381",M3-19,16555,0,16555,0,0,5,0,0,99.97,0,0,0.03,99.97
33-ELN301-30XVT,C-0805,60,2.03,1.27,0.87,"KT8FL K08035,KT8FL K08070,KT8FL K14394",M3-1,10243,0,10243,0,0,3,0,0,99.97,0,0,0.03,99.97
33-FLL479-MTX78VT,L-5.8x5.2x2.7,180,5.8,5.2,3,"KT12F 212643,KT12F 213559,KT12F 213655,KT12F 213656,KT12F 213657,KT12F 213772,KT12F 213773",M5-25,11421,9,11412,0,0,16,0,0,99.86,0,0,0.14,99.86
33-GCL600-DT01JR,filtre LC4 1206 x 1.5,70,3.429,1.65,1.5,"KT8FL J79412,KT8FL J79526,KT8FL K08197,KT8FL K14277",M4-44,6641,0,6641,0,9,20,0,0,99.7,0,0.14,0.3,99.56
33-HLL229-MTAVT,L-4.5X4.5X3,180,4.5,4.5,3.3,"KT12F 212643,KT12F 213443,KT12F 213559,KT12F 213652,KT12F 213655,KT12F 213757,KT12F 213759,KT12F 213774","M4-21,M4-22",22824,29,22795,0,0,3,0,0,99.99,0,0,0.01,99.99
33-KHL100-KTXVT,C-0603,60,1.524,0.762,0.67,"KT8FL K08076,KT8FL K08080,KT8FL K08141,KT8FL K08144,KT8FL K08161,KT8FL K08167,KT8FL K08198,KT8FL K14391",M3-30,22840,29,22811,0,13,2,0,0,99.99,0,0.06,0.01,99.93
33-KLL100-KTX30VT,C-0603,60,1.524,0.762,0.67,"KT8FL K08121,KT8FL K08139","M3-1,M3-13",5163,0,5163,0,0,43,0,0,99.17,0,0,0.83,99.17
33-KLN121-2TXCVT,C-0603,60,1.524,0.762,0.67,KT8FL K14339,M3-41,2560,0,2560,0,0,0,0,0,100,0,0,0,100
33-KLN121-NT01JR,C-0603,60,1.524,0.762,0.67,"KT8FL J79415,KT8FL K08139",M3-35,6620,0,6620,0,0,0,0,0,100,0,0,0,100
33-KLN601-20N63VT,C-0603,60,1.524,0.762,0.67,"KT8FL J79413,KT8FL J79527,KT8FL K08027,KT8FL K08066,KT8FL K08082,KT8FL K08106,KT8FL K08129,KT8FL K08132,KT8FL K08164,KT8FL K14332,KT8FL K14343,KT8FL K14379,KT8FL K31627,KT8FL K31719",M4-29,45641,24,45617,0,14,19,0,0,99.96,0,0.03,0.04,99.93
33-MLL229-MTX32VT,L-7X6.5X2.5,180,6.8,6.8,5,"KT16F 113875,KT16F 113991,KT16F 114035","M6-43,M6-44",2558,0,2558,0,0,0,0,0,100,0,0,0,100
33-MLL688-MTX84VT,L-7X6.5X2.5,180,6.8,6.8,5,"KT16F 114037,KT16F 114039",M4-13,2566,0,2566,0,0,6,0,0,99.77,0,0,0.23,99.77
33-MTL010-MT01JR,L-7X6.5X2.5,180,6.8,6.8,3,"KT16F 113877,KT16F 113879,KT16F 114039",M4-16,3315,0,3315,0,3,6,0,0,99.82,0,0.09,0.18,99.73
33-NLL0150-MTX86VT,L-6X6X4.5,180,6,6,4.5,"KT16F 113876,KT16F 113880,KT16F 113991,KT16F 114036,KT16F 114038",M5-44,10257,0,10257,0,0,17,0,0,99.83,0,0,0.17,99.83
33-NLL150-MTX83JR,L-6X6X4.5,180,6,6,4.5,"KT16F 113875,KT16F 113876,KT16F 113879,KT16F 113880,KT16F 113991,KT16F 114035","M4-3,M4-4,M6-44",13241,0,13241,0,5,15,0,0,99.89,0,0.04,0.11,99.85
33-NLL159-MTX86VT,L-5.8x5.2x2.7,180,5.8,5.2,3,"KT12F 213559,KT12F 213663,KT12F 213756,KT12F 213771,KT12F 213772,KT12F 213775",M5-19,11429,33,11396,0,0,0,0,0,100,0,0,0,100
33-NLL229-MTX82VT,L-2.5X2X1.2,180,2.5,2,1.2,"KT8FL J79411,KT8FL J79525,KT8FL K08003,KT8FL K08005,KT8FL K08031,KT8FL K08068,KT8FL K08076,KT8FL K08110,KT8FL K08128,KT8FL K08143,KT8FL K08166,KT8FL K14333,KT8FL K14349,KT8FL K14386,KT8FL K31619",M3-29,28128,15,28113,0,195,2,0,0,99.99,0,0.69,0.01,99.3
33-NLL479-MTX05VT,L-5.8x5.2x4.5,180,5.8,5.2,4.5,"KT12F 213657,KT12F 213663,KT12F 213700,KT12F 213755",M4-19,5137,0,5137,0,12,5,0,0,99.9,0,0.23,0.1,99.67
33-NLL479-MTXVT,L-5x5x4.5,180,5.333,4.99,4.5,"KT12F 213503,KT12F 213559,KT12F 213653,KT12F 213657,KT12F 213665,KT12F 213755,KT12F 213774",M4-9,11420,24,11396,0,0,0,0,0,100,0,0,0,100
33-NTL229-MT01JR,L-6X6X4.5,180,6,6,4.5,"KT16F 113991,KT16F 114038",M5-34,3321,0,3321,0,0,15,0,0,99.55,0,0,0.45,99.55
33-NTL479-MT01JR,L-5.8x5.2x4.5,180,5.8,5.2,4.5,"KT12F 213443,KT12F 213563,KT12F 213654,KT12F 213664,KT12F 213755",M5-32,9971,0,9971,0,59,6,0,0,99.94,0,0.59,0.06,99.35
33-PTL229-MT01JR,L-3X3X1.2,180,3,3,1.2,"KT8FL K14369,KT8FL K14392",M2-39,3331,0,3331,1,14,0,0,0,100,0.03,0.42,0,99.58
33-QLL100-MTX71VT,L-4X4X2.5,180,4,4,2.7,"KT12F 212643,KT12F 213559,KT12F 213563,KT12F 213663,KT12F 213664,KT12F 213665,KT12F 213755",M5-29,11405,9,11396,0,0,0,0,0,100,0,0,0,100
33-QLL100-MTXVT,L-4X4X6,180,4,4,6,"KT12F 213656,KT12F 213663",M5-15,2571,0,2571,0,11,0,0,0,100,0,0.43,0,99.57
33-QLL229-MTX33VT,L-4X4X2.5,180,4,4,1.75,"KT12F 213443,KT12F 213653,KT12F 213656,KT12F 213657,KT12F 213661,KT12F 213663,KT12F 213755,KT12F 213756,KT12F 213772",M5-17,13986,18,13968,0,3,9,0,0,99.94,0,0.02,0.06,99.91
33-QTL229-MT01JR,L-4X4X2.5,180,4,4,1.75,"KT12F 213503,KT12F 213757",M4-23,3412,0,3412,0,103,3,0,0,99.91,0,3.02,0.09,96.89
33-RLN320-90D90VT,L-4X3X2.55,180,4.294,2.755,2.5,"KT12F 213560,KT12F 213563,KT12F 213652,KT12F 213653,KT12F 213654,KT12F 213655,KT12F 213656,KT12F 213657,KT12F 213665,KT12F 213700,KT12F 213755,KT12F 213757,KT12F 213759,KT12F 213771,KT12F 213772,KT12F 213774,KT12F 213790","M4-23,M4-24",23085,103,22982,0,167,23,0,0,99.9,0,0.73,0.1,99.17
33-RTL100-MT01JR,L-5x5x4.5,180,5.083,4.28,4,"KT12F 213503,KT12F 213560,KT12F 213655",M4-21,3313,0,3313,0,4,3,0,0,99.91,0,0.12,0.09,99.79
33-VHL188-JTXJR,C-0402,60,1.016,0.508,0.49,KT8FL K08006,M2-40,3315,0,3315,0,0,0,0,0,100,0,0,0,100
33-VHL227-JT01JR,C-0402,60,1.016,0.508,0.49,KT8FL K14371,M1-16,3322,0,3322,0,0,0,0,0,100,0,0,0,100
33-VHL227-JTXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K08031,KT8FL K14346",M1-34,13968,0,13968,0,0,8,0,0,99.94,0,0,0.06,99.94
33-VHL277-JTXJR,C-0402,60,1.016,0.508,0.49,KT8FL K08176,M3-2,3311,0,3311,0,0,1,0,0,99.97,0,0,0.03,99.97
33-VHL33A-ST01JR,C-0402,60,1.016,0.508,0.49,KT8FL K08005,M3-1,3310,0,3310,0,0,0,0,0,100,0,0,0,100
33-VHL397-JTXJR,C-0402,60,1.016,0.508,0.49,KT8FL K14330,M2-41,3315,0,3315,0,0,0,0,0,100,0,0,0,100
33-VHL68X-JTXJR,C-0402,60,1.016,0.508,0.49,KT8FL K08187,M1-17,3322,0,3322,0,0,0,0,0,100,0,0,0,100
33-VLH121-NTXVT,C-0402,60,1.016,0.508,0.49,"KT8FL K08001,KT8FL K08034,KT8FL K08076,KT8FL K08143,KT8FL K08144,KT8FL K14333,KT8FL K14348,KT8FL K31619,KT8FL K31623,KT8FL K31719",M1-19,77525,14,77511,0,0,37,0,0,99.95,0,0,0.05,99.95
33-VLL278-JTX84VT,C-0402,60,1.016,0.508,0.49,"KT8FL K08003,KT8FL K08110,KT8FL K08139,KT8FL K08173,KT8FL K14383,KT8FL K14386,KT8FL K31628",M3-28,53310,19,53291,0,0,19,0,0,99.96,0,0,0.04,99.96
33-VLN102-NTAJR,C-0402,60,1.016,0.508,0.49,KT8FL J79406,M3-36,6620,0,6620,0,0,0,0,0,100,0,0,0,100
33-VLN102-NTXJR,C-0402,60,1.016,0.508,0.49,KT8FL K08137,M1-25,6645,0,6645,0,0,1,0,0,99.98,0,0,0.02,99.98
33-VLN102-NTXVT,C-0402,60,1.016,0.508,0.49,KT8FL K08127,M2-4,2561,0,2561,0,0,1,0,0,99.96,0,0,0.04,99.96
33-VLN121-NTXJR,C-0402,60,1.016,0.508,0.49,"KT8FL K08195,KT8FL K31622",M4-39,19848,0,19848,0,0,12,0,0,99.94,0,0,0.06,99.94
33-VLN601-02N43VT,C-0402,60,1.016,0.508,0.49,"KT8FL K14341,KT8FL K14345",M3-21,15361,0,15361,0,0,1,0,0,99.99,0,0,0.01,99.99
33-XLL022-KTXVT,L-5.8x5.2x4.5,180,5.8,5.2,4.5,"KT12F 213443,KT12F 213653,KT12F 213654,KT12F 213657,KT12F 213661,KT12F 213665,KT12F 213757,KT12F 213759,KT12F 213771,KT12F 213772,KT12F 213773,KT12F 213774,KT12F 213775,KT12F 213790",M5-33,45670,48,45622,0,10,28,0,0,99.94,0,0.02,0.06,99.92
36-LIF000-2111VT,filtre LC4 1206 x 1.5,70,3.429,1.65,1.5,"KT8FL J79527,KT8FL K08003,KT8FL K08009,KT8FL K08061,KT8FL K08141,KT8FL K08142,KT8FL K08148,KT8FL K08149,KT8FL K08174,KT8FL K08198,KT8FL K14328,KT8FL K14369,KT8FL K14378,KT8FL K14384,KT8FL K14389","M4-1,M4-2",27777,15,27762,0,24,54,0,0,99.81,0,0.09,0.19,99.72
36-LIF000-2111VT-A,,,,,,KT8FL K14384,M4-1,228,0,228,0,0,0,0,0,100,0,0,0,100
36-LIF000-2112VT,FILTRE LC4-0805 1.2,18,2.085,1.266,1.2,"KT8FL K08002,KT8FL K08106,KT8FL K08129,KT8FL K08161,KT8FL K08166,KT8FL K08171,KT8FL K08175,KT8FL K08180,KT8FL K14278,KT8FL K14327,KT8FL K14333,KT8FL K14343,KT8FL K14349,KT8FL K14384,KT8FL K14387,KT8FL K31626",M3-15,27742,25,27717,0,0,29,0,0,99.9,0,0,0.1,99.9
36-LIF000-2112VT-A,,,,,,KT8FL K14349,M3-15,228,0,228,0,0,0,0,0,100,0,0,0,100
45-OS16M0-XYF01JR,QUARTS 3.1X2.4X0.7,180,3.2,2.4,0.7,"KT8FL K14348,KT8FL K14378",M2-42,3316,0,3316,0,0,2,0,0,99.94,0,0,0.06,99.94
45-OS24M0-XYF02JR,QUARTS 3.1X2.4X0.7,180,3.2,2.4,0.7,"KT8FL J79411,KT8FL K08170",M2-43,3327,0,3327,0,0,12,0,0,99.64,0,0,0.36,99.64
45-OS27M0-XYF01JR,QUARTS 3.1X2.4X0.7,180,3.2,2.4,0.7,"KT8FL K08038,KT8FL K08084",M1-18,3336,0,3336,2,2,6,0,0,99.82,0.06,0.06,0.18,99.76
45-OSC16M-0YF45VT,QUARTS 3.1X2.4X0.7,180,3.2,2.4,0.7,"KT8FL K08138,KT8FL K14218,KT8FL K14224,KT8FL K14335,KT8FL K14375",M5-42,13998,3,13995,0,37,2,0,0,99.99,0,0.26,0.01,99.72
45-OSC24M-0YF20VT,QUARTS 3.1X2.4X0.7,180,3.2,2.4,0.7,KT8FL K31719,M1-17,2558,0,2558,0,0,0,0,0,100,0,0,0,100
45-OSC24M-0YF81VT,QUARTS 3.1X2.4X0.7,180,3.2,2.4,0.7,"KT8FL K08010,KT8FL K08161,KT8FL K14380,KT8FL K31751",M1-35,11571,12,11559,15,136,5,0,0,99.96,0.13,1.18,0.04,98.78
45-OSC27M-0YF41VT,QUARTS 3.1X2.4X0.7,180,3.2,2.4,0.7,"KT8FL K08066,KT8FL K08082,KT8FL K08110,KT8FL K14327,KT8FL K31629",M5-41,14063,3,14060,0,99,5,0,0,99.96,0,0.7,0.04,99.26
46-02269W-51SVT,FFC51-LVDS,158,32.5,8,2,"KT44L 037983,KT44L 037985",M5-5,14224,78,14146,1,60,909,0,0,93.57,0.01,0.42,6.43,93.15
46-LT250W-D2S7VT,CON-SIP2H,75,7.747,5,6,"KT24L 123798,KT24L 124012","M5-20,M5-21",2721,0,2721,0,13,202,0,0,92.58,0,0.48,7.42,92.1
46-LT250W-D2S8VT,CON-SIP2H-R,152,7.338,9.442,6,"KT24L 123796,KT24L 123798,KT24L 123933,KT24L 124011","M4-37,M4-38",2726,0,2726,0,170,50,0,0,98.17,0,6.24,1.83,91.93
46-WFC05W-D6S46VT,CON-WIFI-1,153,8.053,6.011,2,KT24L 123981,M4-26,2573,0,2573,0,0,13,0,0,99.49,0,0,0.51,99.49
46-WFC05W-D9S0VT,CON-WIFI-2,153,12.093,8.003,2,"KT24L 123796,KT24L 123798,KT24L 123880,KT24L 123931,KT24L 123933,KT24L 123938,KT24L 123980,KT24L 123981,KT24L 124018",M4-4,14462,278,14184,0,3,339,0,0,97.61,0,0.02,2.39,97.59
46-WFC05W-D9S0VT-A,,,,,,KT24L 123981,M4-4,129,0,129,0,1,14,0,0,89.15,0,0.78,10.85,88.37
46-WG125W-D9S91VT,CON-2,153,14.569,4.107,4,"KT24L 123979,KT24L 124011",M5-28,2590,0,2590,0,0,30,0,0,98.84,0,0,1.16,98.84
46-WP200W-D05S0JR,CON-CLV,153,14.024,7.74,8,KT24L 124011,M4-7,37,0,37,0,0,24,0,0,35.14,0,0,64.86,35.14
46-WT250W-D02S0JR,CON-SIP2H-R,152,7.338,9.442,6,"KT24L 123980,KT24L 124011,KT24L 124017",M5-19,2022,0,2022,0,4,678,0,0,66.47,0,0.2,33.53,66.27
46-WT250W-D02S1JR,CON-SIP2H,18,9.972,10.118,6,"KT24L 123798,KT24L 123880,KT24L 123932,KT24L 123980,KT24L 124016","M4-13,M4-6",3365,0,3365,0,5,55,0,0,98.37,0,0.15,1.63,98.22
46-WWG000-09G01JR,CON-2,153,14.569,4.107,4,"KT24L 123796,KT24L 123798,KT24L 123979,KT24L 124016","M4-10,M4-9",3328,0,3328,0,0,20,0,0,99.4,0,0,0.6,99.4
46-WWH000-09G01JR,CON-WIFI-2,153,12.093,8.003,6,"KT24L 123798,KT24L 123931,KT24L 123933",M5-16,3312,0,3312,0,0,4,0,0,99.88,0,0,0.12,99.88
46-WWH000-24G01JR,CON-WIFI-24,153,17,6,2,"KT32L 050925,KT32L 051551",M5-9,3412,0,3412,0,8,106,0,0,96.89,0,0.23,3.11,96.66
46-WWH000-60G01JR,FFC60-LVDS,153,35.157,6.083,2,"KT56L 017364,KT56L 017444","M5-3,M5-4",3493,0,3493,0,16,247,0,0,92.93,0,0.46,7.07,92.47
47-EAR005-1280VT,CON-EARPH,19,12.204,6.913,6,"KT32L 051495,KT32L 051551",M5-24,2637,0,2637,0,16,61,0,0,97.69,0,0.61,2.31,97.08
47-EAR024-21XS1JR,CON-EARPH,18,14.513,7.979,6,"KT24L 123796,KT24L 123880,KT24L 123979,KT24L 124017",M5-13,3349,0,3349,0,6,42,0,0,98.75,0,0.18,1.25,98.57
47-HDI001-XSIJR,HDMI-19P,152,15,10,6,"KT24L 123796,KT24L 123798,KT24L 123880,KT24L 123932,KT24L 123933,KT24L 123938,KT24L 123979,KT24L 123980,KT24L 124011","M5-22,M5-23",10471,0,10471,0,15,532,0,0,94.92,0,0.14,5.08,94.78
47-HDI005-0069VT,HDMI-19P,152,15,10,6,"KT24L 123796,KT24L 123880,KT24L 123932,KT24L 123933,KT24L 123938,KT24L 123979,KT24L 123980,KT24L 123981,KT24L 124011,KT24L 124012,KT24L 124018",M5-12,28371,252,28119,0,442,392,0,0,98.61,0,1.57,1.39,97.03
47-HDI014-XS0VT,HDMI-19P,152,15,10,6,"KT24L 123796,KT24L 123880,KT24L 123933,KT24L 124012","M4-29,M4-30",2684,0,2684,0,11,113,0,0,95.79,0,0.41,4.21,95.38
47-TEL027-XS0VT,CON-OPTIC,180,13.072,12.192,12,"KT32L 050924,KT32L 050925,KT32L 051495,KT32L 051551,KT32L 051552",M4-33,2587,0,2587,0,0,27,0,0,98.96,0,0,1.04,98.96
47-TEL94A-XS0VT,CON-RJ45,157,15,15.152,14,"KT32L 050924,KT32L 050925,KT32L 051495,KT32L 051551,KT32L 051552","M6-40,M6-41",2594,0,2594,0,1,35,0,0,98.65,0,0.04,1.35,98.61
47-USB019-XS0VT,USB,156,13.182,13.801,10,"KT24L 123796,KT24L 123798,KT24L 123933,KT24L 123979,KT24L 123980","M5-34,M5-35",2747,0,2747,0,128,59,0,0,97.85,0,4.66,2.15,93.19
54-EF3020-0003E0JR,GASKET,60,3,2.2,2.6,"KT12F 213443,KT12F 213653",M5-28,9895,0,9895,0,0,13,0,0,99.87,0,0,0.13,99.87
67-P06900-51557VT,HS-HOLDER-SP-3,18,3.373,1.371,1,"KT12F 213757,KT12F 213775",M4-23,12849,0,12849,0,12,37,0,0,99.71,0,0.09,0.29,99.62
EAE30281901,C-0402,60,1.016,0.508,0.49,"KT8FL K08110,KT8FL K31753",M3-17,1225,24,1201,0,0,1,0,0,99.92,0,0,0.08,99.92
EAE32166101,C-0402,60,1.016,0.508,0.49,"KT8FL J79409,KT8FL J79524",M3-13,12109,0,12109,0,0,13,0,0,99.89,0,0,0.11,99.89
EAE32166601,C-0402,60,1.016,0.508,0.49,"KT8FL K08037,KT8FL K08077,KT8FL K31758","M3-19,M4-34",6411,12,6399,2,0,1,0,0,99.98,0.03,0,0.02,99.98
EAE32479401,C-0402,60,1.016,0.508,0.49,"KT8FL J79522,KT8FL K08031,KT8FL K08040,KT8FL K08043,KT8FL K08128,KT8FL K08199,KT8FL K14217,KT8FL K14220,KT8FL K14345",M3-22,82489,43,82446,0,1,73,0,0,99.91,0,0,0.09,99.91
EAE33831901,C-0805,60,2.03,1.27,0.87,"KT8FL J79411,KT8FL J79521,KT8FL K08178,KT8FL K14343",M2-42,5755,0,5755,0,0,4,0,0,99.93,0,0,0.07,99.93
EAE39487601,C-0402,60,1.016,0.508,0.49,"KT8FL J79521,KT8FL K08130,KT8FL K14369",M4-34,19020,0,19020,0,0,24,0,0,99.87,0,0,0.13,99.87
EAE52158501,C-0805,60,2.03,1.27,0.87,"KT8FL J79406,KT8FL J79408,KT8FL J79409,KT8FL J79412,KT8FL J79413,KT8FL J79414,KT8FL J79415,KT8FL J79523,KT8FL J79525,KT8FL J79527,KT8FL J79530,KT8FL K08003,KT8FL K08006,KT8FL K08007,KT8FL K08010,KT8FL K08031,KT8FL K08032,KT8FL K08034,KT8FL K08035,KT8FL K08036,KT8FL K08037,KT8FL K08038,KT8FL K08039,KT8FL K08040,KT8FL K08041,KT8FL K08043,KT8FL K08065,KT8FL K08069,KT8FL K08070,KT8FL K08084,KT8FL K08106,KT8FL K08121,KT8FL K08123,KT8FL K08126,KT8FL K08127,KT8FL K08129,KT8FL K08134,KT8FL K08139,KT8FL K08141,KT8FL K08143,KT8FL K08145,KT8FL K08148,KT8FL K08150,KT8FL K08165,KT8FL K08166,KT8FL K08170,KT8FL K08172,KT8FL K08174,KT8FL K08180,KT8FL K08195,KT8FL K08197,KT8FL K14217,KT8FL K14218,KT8FL K14220,KT8FL K14222,KT8FL K14276,KT8FL K14277,KT8FL K14278,KT8FL K14326,KT8FL K14328,KT8FL K14329,KT8FL K14330,KT8FL K14334,KT8FL K14336,KT8FL K14341,KT8FL K14345,KT8FL K14350,KT8FL K14368,KT8FL K14369,KT8FL K14378,KT8FL K14381,KT8FL K14382,KT8FL K31619,KT8FL K31622,KT8FL K31628,KT8FL K31716,KT8FL K31718,KT8FL K31751,KT8FL K31755,KT8FL K31758",M3-23,377913,302,377611,0,311,1172,0,0,99.69,0,0.08,0.31,99.61
EAE58112401,C-0402,60,1.016,0.508,0.49,"KT8FL K08007,KT8FL K31623",M4-37,303,0,303,0,0,3,0,0,99.01,0,0,0.99,99.01
EAE58399101,C-0402,60,1.016,0.508,0.49,"KT8FL J79526,KT8FL K08146",M4-44,5756,0,5756,0,0,8,0,0,99.86,0,0,0.14,99.86
EAE60663801,C-0805,60,2.03,1.27,0.87,"KT8FL K08107,KT8FL K08124,KT8FL K31629",M1-10,5764,0,5764,0,1,11,0,0,99.81,0,0.02,0.19,99.79
EAE61081701,C-1206,60,3.048,1.524,1.08,"KT8FL J79406,KT8FL J79412,KT8FL J79523,KT8FL K08026,KT8FL K08029,KT8FL K08031,KT8FL K08061,KT8FL K08126,KT8FL K08134,KT8FL K08141,KT8FL K08150,KT8FL K08166,KT8FL K08172,KT8FL K08197,KT8FL K14224,KT8FL K14277,KT8FL K14329,KT8FL K14330,KT8FL K14343,KT8FL K14346,KT8FL K14347,KT8FL K14369,KT8FL K14372,KT8FL K14378,KT8FL K14394,KT8FL K31623,KT8FL K31627,KT8FL K31751,KT8FL K31758",M3-21,79019,105,78914,0,1,91,0,0,99.88,0,0,0.12,99.88
