Machine,Position,PartNumber,Qty,Error code,Cause,Job
NXT6,M03-18,19-GA0203-FTXVT,29,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-18,004.002.0000426,21,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-18,0RJ2400C478,16,8000193E,Part height is insufficient,75UT$MODEL1$Original setup T 1
NXT6,M03-18,0RJ2400C478,8,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M03-18,28-BD0684-KR01JR,7,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M03-18,19-GA0203-FTXVT,4,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-18,19-GA0203-FTXVT,3,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-18,0RJ2400C478,2,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","75UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M03-18,19-GA0203-FTXVT,1,8000D721,"Processing error (non leaded part)
 Part body size Y tolerance error.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-18,004.002.0000426,1,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-19,EAF64547501(EAF61630102),39,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M03-19,19-GA0122-FTXVT,24,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-19,004.002.0000218,18,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-19,EAF61630102(EAF61630102),8,8000D701,"Processing error (shared):
Unable to find a part.",55NANO$MODEL1$Original setup T 1
NXT6,M03-19,33-ELN121-60N1JR,5,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 02
NXT6,M03-19,28-HB0330-JCXVT,4,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-19,19-GA0122-FTXVT,3,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-19,EAF64547501(EAF61630102),2,8000D727,Processing error. The part is incorrect. (Non leaded part),65UT$MODEL1$Original setup T 1
NXT6,M03-19,004.002.0000218,2,8000D727,Processing error. The part is incorrect. (Non leaded part),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-02,09-AT00BA-V21WSVT,18,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-02,EBC35293401,9,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M03-02,EBC35293401,8,8000193E,Part height is insufficient,75UT$MODEL1$Original setup T 1
NXT6,M03-02,EBC35293401,4,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M03-02,EBC35293401,2,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","55UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M03-02,33-VHL277-JTXJR,1,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M03-20,004.002.0000050,247,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-20,004.002.0000050,74,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-20,0CZZB00035A,51,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M03-20,004.002.0000050,35,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-20,004.002.0000050,27,8000D727,Processing error. The part is incorrect. (Non leaded part),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-20,19-GA0102-FTXJR,23,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 02
NXT6,M03-20,09-ESD5V0-A1B0P5VT,15,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M03-20,004.002.0000050,15,8000D722,Processing error. Unable to acquire the body outline. (Non leaded part),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-20,19-GA0102-FTXJR,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M03-20,0CZZB00035A,2,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,"55UT$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M03-20,004.002.0000050,2,8000D721,"Processing error (non leaded part)
 Part body size Y tolerance error.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-20,19-GA0102-FTXJR,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M03-20,004.002.0000050,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-20,09-ESD5V0-A1B0P5VT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-21,EAE61081701,196,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M03-21,004.002.0000123,74,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-21,19-GA0102-JTXJR,47,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M03-21,19-CD0154-JTXVT,22,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-21,19-GA0102-JTXJR,4,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",50GTU4-lot 1--test4$MODEL1$Original setup T 02
NXT6,M03-21,19-GA0102-JTXJR,3,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M03-21,19-GA0102-JTXJR,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M03-21,19-CD0154-JTXVT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-21,33-VLN601-02N43VT,1,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-21,EAE61081701,1,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,55NANO$MODEL1$Original setup T 1
NXT6,M03-21,19-GA0102-JTXJR,1,8000340B,"The part has been picked up with misalignment in the X-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M03-21,19-CD0154-JTXVT,1,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-21,19-CD0154-JTXVT,1,8000D727,Processing error. The part is incorrect. (Non leaded part),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-22,19-GA0472-JTXVT,136,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M03-22,EAE32479401,116,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M03-22,004.002.0000572,68,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-22,19-GA0472-JTXVT,23,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M03-22,19-GA0472-JTXVT,17,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","55GTU2-lot 1$MODEL1$Original setup T 01,43GTF4 LOT 01$MODEL1$Original setup T V1"
NXT6,M03-22,09-ESD5V0-J1B0P3JR,17,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M03-22,004.002.0000572,16,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-22,19-GA0472-JTXVT,7,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-22,EAE66301001,4,8000D701,"Processing error (shared):
Unable to find a part.",OLED65CS4VA opt test$MODEL1$Original setup T 1
NXT6,M03-22,09-ESD5V0-J1B0P3JR,3,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M03-22,004.002.0000572,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-22,19-GA0472-JTXVT,1,8000340B,"The part has been picked up with misalignment in the X-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-22,09-ESD5V0-J1B0P3JR,1,8000D727,Processing error. The part is incorrect. (Non leaded part),50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M03-22,EAE32479401,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,55UT$MODEL1$Original setup T 1
NXT6,M03-23,EAE52158501,1474,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M03-23,19-GA0103-JTXVT,517,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M03-23,28-AF0106-MS01JR,337,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M03-23,EAE52158501,217,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M03-23,004.003.0000382,121,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-23,EAE52158501,70,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M03-23,19-GA0103-JTXVT,54,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-23,19-GA0103-JTXVT,32,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-23,28-AF0106-MS01JR,24,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,"50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M03-23,19-GA0103-JTXVT,22,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M03-23,EAE52158501,20,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,"55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1"
NXT6,M03-23,19-GA0103-JTXVT,5,8000D727,Processing error. The part is incorrect. (Non leaded part),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-23,28-AF0106-MS01JR,5,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M03-23,EAE52158501,4,8000D722,Processing error. Unable to acquire the body outline. (Non leaded part),"55NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M03-23,004.003.0000382,4,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-23,19-GA0103-JTXVT,1,8000340B,"The part has been picked up with misalignment in the X-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-23,004.003.0000382,1,8000D727,Processing error. The part is incorrect. (Non leaded part),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-24,EAM38769505,200,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M03-24,19-GA0104-JTXVT,28,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M03-24,004.002.0000577,21,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-24,EAM38769505,20,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,"55NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M03-24,19-GA0472-JTXJR,17,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M03-24,EAM38769505,13,8000D721,"Processing error (non leaded part)
 Part body size Y tolerance error.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M03-24,19-GA0472-JTXJR,8,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M03-24,004.002.0000577,8,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-24,19-GA0104-JTXVT,4,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-24,19-GA0104-JTXVT,3,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-24,19-GA0472-JTXJR,3,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,50GTU4-lot 1--test4$MODEL1$Original setup T 02
NXT6,M03-24,19-GA0104-JTXVT,1,8000D727,Processing error. The part is incorrect. (Non leaded part),55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-24,19-GA0104-JTXVT,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-24,EAM38769505,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",65UT$MODEL1$Original setup T 1
NXT6,M03-24,EAM38769505,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,65NANO$MODEL1$Original setup T 1
NXT6,M03-25,EAE66302101,282,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M03-25,EAE66302101,24,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",55UT$MODEL1$Original setup T 1
NXT6,M03-25,004.003.0000503,13,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-25,EAE66302101,9,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,55UT$MODEL1$Original setup T 1
NXT6,M03-25,19-GA0473-JTXJR,8,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M03-25,23-D08220-JBXVT,6,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-25,28-HC0225-KSX88VT,5,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-25,EAE66302101,5,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,55NANO$MODEL1$Original setup T 1
NXT6,M03-25,19-GA0473-JTXJR,4,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M03-25,23-D08220-JBXVT,3,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-25,004.003.0000503,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-25,23-D08220-JBXVT,1,8000D731,Processing error. Not enough blobs present. (Rough position),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-26,EAE62303301,67,8000D701,"Processing error (shared):
Unable to find a part.","65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M03-26,004.004.0002543,25,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-26,28-HF0225-KBXVT,12,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-26,19-GA0330-FTX01JR,10,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M03-26,EAE62303301,7,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,"50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1"
NXT6,M03-26,004.004.0002543,3,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-26,28-HF0225-KBXVT,2,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-26,19-GA0330-FTX01JR,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",50GTU4-lot 1--test4$MODEL1$Original setup T 02
NXT6,M03-26,004.004.0002543,1,8000D727,Processing error. The part is incorrect. (Non leaded part),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-26,28-HF0225-KBXVT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-27,0CC120BK4AA,30,8000D701,"Processing error (shared):
Unable to find a part.","65NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M03-27,19-GA0102-FTXVT,5,8000D701,"Processing error (shared):
Unable to find a part.","55GTU2-lot 1$MODEL1$Original setup T 01,43GTF4 LOT 01$MODEL1$Original setup T V1"
NXT6,M03-27,EAH61714301,3,8000D701,"Processing error (shared):
Unable to find a part.",OLED65CS4VA opt test$MODEL1$Original setup T 1
NXT6,M03-27,19-GA0182-JTXJR,2,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M03-27,004.002.0001422,2,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-27,004.002.0001422,2,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-27,004.002.0001422,2,8000D727,Processing error. The part is incorrect. (Non leaded part),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-27,19-GA0102-FTXVT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M03-28,33-VLL278-JTX84VT,21,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-28,004.002.0000121,20,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-28,0CC150BK4AA,17,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M03-28,19-GA0101-FTXJR,5,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M03-28,004.002.0000121,3,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-28,19-GA0101-FTXJR,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",50GTU4-lot 1--test4$MODEL1$Original setup T 02
NXT6,M03-28,0CC150BK4AA,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,65NANO$MODEL1$Original setup T 1
NXT6,M03-29,33-NLL229-MTX82VT,104,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-29,33-NLL229-MTX82VT,89,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,"43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M03-29,EBC62582703,15,8000D749,"Processing error (lead measurement)
 The amount of detected leads are less that the amount specified.","50UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M03-29,EBC62582703,12,8000D701,"Processing error (shared):
Unable to find a part.","55UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1"
NXT6,M03-29,33-NLL229-MTX82VT,10,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M03-29,19-GA0104-FTXJR,5,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M03-29,004.004.0000335,4,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M03-29,EBC62582703,1,8000D744,Processing error. Lead center tolerance error. (Lead measurement),65NANO$MODEL1$Original setup T 1
NXT6,M03-03,28-CK0471-JCXVT,17,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M03-03,EBC33932801,12,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1"
NXT6,M03-03,EBC33932801,7,8000193E,Part height is insufficient,75UT$MODEL1$Original setup T 1
NXT6,M03-03,EBC33932801,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,75UT$MODEL1$Original setup T 1
NXT6,M03-30,0RJ2402C478,22,8000193E,Part height is insufficient,75UT$MODEL1$Original setup T 1
NXT6,M03-30,33-KHL100-KTXVT,21,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
