Machine,Position,PartNumber,Qty,Error code,Cause,Job
NXT6,M02-14,28-HB0150-JCX1VT,37,8000D701,"Processing error (shared):
Unable to find a part.","55GTU2-lot 1$MODEL1$Original setup T 01,43GTF4 LOT 01$MODEL1$Original setup T V1"
NXT6,M02-14,0RJ1802C478,8,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M02-14,0RJ1802C478,4,80003411,Parts rejected due to machine condition,"55NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1"
NXT6,M02-14,28-HB0150-JCX1VT,1,8000D727,Processing error. The part is incorrect. (Non leaded part),55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M02-14,0RJ1802C478,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",55NANO$MODEL1$Original setup T 1
NXT6,M02-14,004.002.0000728,1,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-14,004.002.0000728,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-14,28-HB0150-JCX1VT,1,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-15,EAH65079001,29,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M02-15,28-HB0470-JCXVT,9,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-15,0RJ0752C678,5,8000D701,"Processing error (shared):
Unable to find a part.",OLED65CS4VA$MODEL1$Original setup T 2
NXT6,M02-15,EAH65079001,2,8000D730,Processing error. Unable to acquire the part outline. (Rough position),55NANO$MODEL1$Original setup T 1
NXT6,M02-15,004.002.0000721,2,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-15,004.002.0000721,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-16,EBK61913702,84,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M02-16,EAF61630102,30,8000D701,"Processing error (shared):
Unable to find a part.",OLED65CS4VA$MODEL1$Original setup T 2
NXT6,M02-16,EBK61913702,6,8000D730,Processing error. Unable to acquire the part outline. (Rough position),"75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M02-16,EBK61913702,5,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"50UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M02-16,19-GA0153-FTXVT,5,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-16,EBK61913702,2,8000D744,Processing error. Lead center tolerance error. (Lead measurement),"75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M02-16,004.002.0000658,2,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-16,19-GA0153-FTXVT,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-16,EBK61913702,1,8000D747,Processing error. An element could not be located. (Lead measurement),75UT$MODEL1$Original setup T 1
NXT6,M02-16,EBK61913702,1,8000D732,Processing error. Not enough blobs present after size check. (Rough position),65UT$MODEL1$Original setup T 1
NXT6,M02-17,EBC62582706,13,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M02-17,28-HB0479-CC01JR,8,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-17,19-GA0471-JTXVT,7,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-17,EBC62582706,6,8000D749,"Processing error (lead measurement)
 The amount of detected leads are less that the amount specified.",50UT$MODEL1$Original setup T 1
NXT6,M02-17,004.003.0000402,4,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-17,EBC62582706,2,8000D744,Processing error. Lead center tolerance error. (Lead measurement),"OLED65CS4VA opt test$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M02-17,19-GA0471-JTXVT,1,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M02-17,EBC62582706,1,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,55NANO$MODEL1$Original setup T 1
NXT6,M02-17,19-GA0471-JTXVT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-18,0CH5220K618,28,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1"
NXT6,M02-18,28-AD0224-KBXVT,22,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M02-18,28-AD0224-KBXVT,3,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,"43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M02-18,28-HB0103-KRXJR,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-18,28-HB0103-KRXJR,1,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-18,004.002.0000569,1,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-19,19-GA0510-JTXVT,25,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-19,EBC40092901,12,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M02-19,28-HD1003-KR01JR,7,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-19,0RJ0331D677,7,8000D701,"Processing error (shared):
Unable to find a part.",OLED65CS4VA$MODEL1$Original setup T 2
NXT6,M02-19,28-HC0475-KSX43VT,3,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M02-19,19-GA0510-JTXVT,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-19,EBC40092901,1,80003411,Parts rejected due to machine condition,55NANO$MODEL1$Original setup T 1
NXT6,M02-19,28-HD1003-KR01JR,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-19,0RJ0331D677,1,8000D721,"Processing error (non leaded part)
 Part body size Y tolerance error.",OLED65CS4VA$MODEL1$Original setup T 2
NXT6,M02-19,004.002.0000579,1,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-02,004.002.0000089,19,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-02,28-HD1004-KS01JR,4,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-02,28-HC0224-KRX47VT,3,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-02,0RJ5103C478,2,8000D701,"Processing error (shared):
Unable to find a part.",50UT$MODEL1$Original setup T 1
NXT6,M02-02,004.002.0000089,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-02,28-HC0224-KRX47VT,1,8000D722,Processing error. Unable to acquire the body outline. (Non leaded part),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-20,0CC103BK5BA,24,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M02-20,28-HB0100-JCXVT,12,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M02-20,004.002.0000155,11,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-20,28-HB0100-JCX1JR,2,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-20,004.002.0000155,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-20,28-HB0100-JCXVT,1,8000D727,Processing error. The part is incorrect. (Non leaded part),55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M02-20,004.002.0000155,1,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-20,28-HB0100-JCXVT,1,8000D721,"Processing error (non leaded part)
 Part body size Y tolerance error.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-20,28-HB0100-JCXVT,1,8000D722,Processing error. Unable to acquire the body outline. (Non leaded part),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-21,19-GA0000-JTXVT,68,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M02-21,004.002.0001423,18,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-21,19-GA0103-FTX1JR,14,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-21,004.002.0000089,4,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-21,19-GA0000-JTXVT,3,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"55GTU2-lot 1$MODEL1$Original setup T 01,43GTF4 LOT 01$MODEL1$Original setup T V1"
NXT6,M02-21,EBK64992901,3,8000D701,"Processing error (shared):
Unable to find a part.",OLED65CS4VA opt test$MODEL1$Original setup T 1
NXT6,M02-21,19-GA0000-JTXVT,2,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M02-21,0RJ1004C478,2,80003411,Parts rejected due to machine condition,"55NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1"
NXT6,M02-21,19-GA0103-FTX1JR,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-21,19-GA0103-FTX1JR,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-21,0RJ1004C478,1,8000D701,"Processing error (shared):
Unable to find a part.",65NANO$MODEL1$Original setup T 1
NXT6,M02-21,004.002.0000089,1,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-22,28-AF0106-MBXVT,324,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M02-22,0CK105CK56A,163,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M02-22,004.003.0000383,102,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-22,004.003.0000383,87,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-22,19-GA0229-JTX1JR,79,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-22,28-AF0106-MBXVT,65,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,"55GTU2-lot 1$MODEL1$Original setup T 01,43GTF4 LOT 01$MODEL1$Original setup T V1"
NXT6,M02-22,0CK105CK56A,29,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,"55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M02-22,19-GA0229-JTX1JR,20,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-22,28-AF0106-MBXVT,7,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"55GTU2-lot 1$MODEL1$Original setup T 01,43GTF4 LOT 01$MODEL1$Original setup T V1"
NXT6,M02-22,19-GA0229-JTX1JR,7,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-22,0CK105CK56A,5,80003411,Parts rejected due to machine condition,"55NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1"
NXT6,M02-22,004.003.0000383,5,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-22,19-GA0229-JTX1JR,4,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-22,19-GA0229-JTX1JR,2,8000340B,"The part has been picked up with misalignment in the X-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-22,0CK105CK56A,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,55NANO$MODEL1$Original setup T 1
NXT6,M02-22,0CK105CK56A,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",75UT$MODEL1$Original setup T 1
NXT6,M02-22,004.003.0000383,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-22,28-AF0106-MBXVT,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-23,28-AF0226-MBXVT,623,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M02-23,0RJ1002C678,523,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M02-23,19-GA0103-JTXJR,225,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-23,28-AF0226-MBXVT,85,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,"43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M02-23,004.003.0000501,69,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-23,19-GA0103-JTXJR,58,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-23,19-GA0103-JTXJR,25,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-23,0RJ1002C678,24,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M02-23,0RJ1002C678,24,80003411,Parts rejected due to machine condition,"55NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1"
NXT6,M02-23,19-GA0103-JTXJR,16,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-23,0RJ1002C678,10,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M02-23,0RJ1002C678,4,8000D727,Processing error. The part is incorrect. (Non leaded part),"55UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M02-23,28-AF0226-MBXVT,3,8000D727,Processing error. The part is incorrect. (Non leaded part),"55GTU2-lot 1$MODEL1$Original setup T 01,43GTF4 LOT 01$MODEL1$Original setup T V1"
NXT6,M02-23,28-AF0226-MBXVT,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M02-23,19-GA0103-JTXJR,2,8000340B,"The part has been picked up with misalignment in the X-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-23,19-GA0103-JTXJR,2,8000D727,Processing error. The part is incorrect. (Non leaded part),"50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-23,19-GA0103-JTXJR,1,80003411,Parts rejected due to machine condition,50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-23,0RJ1002C678,1,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,65NANO$MODEL1$Original setup T 1
NXT6,M02-23,0RJ1002C678,1,8000D722,Processing error. Unable to acquire the body outline. (Non leaded part),65NANO$MODEL1$Original setup T 1
NXT6,M02-23,004.003.0000501,1,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-24,19-GA0220-JTXJR,92,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-24,19-GA0102-JTXVT,64,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M02-24,004.003.0000398,42,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-24,EBK61012601,17,8000D701,"Processing error (shared):
Unable to find a part.","OLED65CS4VA opt test$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M02-24,19-GA0220-JTXJR,12,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-24,19-GA0102-JTXVT,10,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M02-24,19-GA0102-JTXVT,9,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M02-24,19-GA0220-JTXJR,9,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-24,19-GA0102-JTXVT,7,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-24,0RJ9101C478,3,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M02-24,19-GA0220-JTXJR,3,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-24,19-GA0220-JTXJR,1,8000D727,Processing error. The part is incorrect. (Non leaded part),50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-24,004.003.0000398,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-25,0CK102BK56A,52,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M02-25,19-GA0220-JTXVT,33,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M02-25,004.003.0000506,15,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-25,19-GA0220-JTXVT,13,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M02-25,28-HF0225-MBAJR,7,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M02-25,28-HF0225-MBAJR,5,80003411,Parts rejected due to machine condition,50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-25,19-GA0220-JTXVT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-25,19-GA0220-JTXVT,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M02-25,004.003.0000506,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-25,19-GA0220-JTXVT,1,8000D722,Processing error. Unable to acquire the body outline. (Non leaded part),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-26,28-HB0479-JCXVT,45,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M02-26,0RJ0512C678,37,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M02-26,004.006.0052485(004.006.0052485),35,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-26,19-CD0470-JTXVT,19,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M02-26,28-HB0330-JCX1JR,6,80003411,Parts rejected due to machine condition,50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-26,004.006.0052485(004.006.0052485),5,8000D744,Processing error. Lead center tolerance error. (Lead measurement),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-26,004.006.0052485(004.006.0052485),3,8000D730,Processing error. Unable to acquire the part outline. (Rough position),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-26,004.006.0052485(004.006.0052485),2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-26,004.006.0052485(004.006.0052485),2,8000D732,Processing error. Not enough blobs present after size check. (Rough position),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-26,28-HB0330-JCX1JR,1,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M02-26,004.006.0052485(004.006.0052485),1,8000D741,Processing error. Lead width tolerance error. (Lead measurement),40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M02-27,0CH5470K618,15,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
